step_time,avg_cav_dist,meanSpeed,TravelTime,ForcedT,reward
0.1,0.0,72.22,265.8543339795071,0,0.0
0.2,0.0,71.56494963932178,268.31023899605236,0,0.0
0.3,0.0,71.57847137755796,268.2586265529394,0,0.0
0.4,0.0,71.56709167857935,268.30206021315405,0,0.0
0.5,0.0,71.57375416314645,268.27662767905946,0,0.0
0.6,0.0,71.57485773691619,268.2724159572566,0,1.0
0.7,0.0,71.58245589140148,268.24342517878745,0,1.0
0.8,0.0,71.5924609321429,268.2052698580856,0,1.0
0.9,0.0,71.57192549491168,268.28360725661764,0,1.0
1.0,0.0,71.58229455346077,268.2440406350672,0,1.0
1.1,0.0,71.57179643347013,268.28409987963914,0,1.0
1.2,0.0,71.5627830600652,268.31851248349636,0,1.0
1.3,0.0,71.5821710863168,268.24451162929756,0,1.0
1.4,0.0,71.58413680505517,268.2370133259154,0,1.0
1.5,0.0,71.56522941428184,268.30917069684267,0,1.0
1.6,0.0,74.31056509122978,258.9053177911367,0,1.0
1.7,0.0,74.07006831676406,259.6816840789372,0,1.0
1.8,0.0,73.83920001494641,260.43013968673165,0,1.0
1.9,0.0,73.60907868763505,261.18472975021666,0,1.0
2.0,0.0,73.37718818281445,261.9552218526258,0,0.0
2.1,0.0,73.16596320371175,262.6561830362219,0,0.0
2.2,0.0,72.93047887686598,263.459179717794,0,0.0
2.3,0.0,72.70430944082798,264.23631443546196,0,0.0
2.4,0.0,72.4702066740978,265.0535510961314,0,0.0
2.5,0.0,72.22683193249091,265.91620531332967,0,0.0
2.6,0.0,72.00650719707023,266.7011175367189,0,0.0
2.7,0.0,71.77475038711101,267.54006897177084,0,0.0
2.8,0.0,71.55401384678001,268.3475923399575,0,0.0
2.9,0.0,71.30170259870573,269.28640900608184,0,0.0
3.0,0.0,71.07323885334966,270.14524467322804,0,0.0
3.1,0.0,70.9054554955494,270.7831165840209,0,0.0
3.2,0.0,70.91554904925727,270.7445892428855,0,0.0
3.3,0.0,70.94944793991235,270.6152275508663,0,0.0
3.4,0.0,70.94164671411909,270.64500309529785,0,0.0
3.5,0.0,70.93272838946397,270.6790123835619,0,0.0
3.6,0.0,70.92920523630681,270.69246377085517,0,0.0
3.7,0.0,70.9116059704749,270.75962729899277,0,0.0
3.8,0.0,70.91113757243215,270.7614158425301,0,0.0
3.9,0.0,70.91142110412989,270.7603332809472,0,0.0
4.0,0.0,70.90898278692312,270.7696445795484,0,0.0
4.1,0.0,70.91476170171876,270.7475836893451,0,0.0
4.2,0.0,70.93275242917056,270.6789119082167,0,0.0
4.3,0.0,71.37868649689023,268.99798249293895,0,0.0
4.4,0.0,71.37065907134031,269.02703607582697,0,0.0
4.5,10.799710643157024,71.35141414983325,269.1010656105636,0,0.0
4.6,10.799710643157024,71.36091459765103,269.0636962282125,0,0.1
4.7,10.799710643157024,71.34955869614484,269.107468940571,0,0.0
4.8,10.799710643157024,71.36111181268188,269.0628191500647,0,0.0
4.9,10.799710643157024,71.34516289648101,269.1227300508675,0,0.0
5.0,10.799710643157024,71.32381188894726,269.20359932632516,0,0.0
5.1,10.799710643157024,71.3200171257188,269.21838745644686,0,0.0
5.2,10.799710643157024,71.32237944099887,269.20840087456804,0,0.0
5.3,10.799710643157024,71.31399376389675,269.241070249033,0,0.0
5.4,10.799710643157024,71.3233667715128,269.20426264512855,0,0.0
5.5,10.799710643157024,71.30861031494972,269.2608774218303,0,0.0
5.6,10.799710643157024,71.32223530464486,269.2089412928648,0,0.0
5.7,10.799710643157024,71.33178682525508,269.1726687861217,0,0.0
5.8,10.799710643157024,71.3395647441915,269.14286630130096,0,0.0
5.9,10.799710643157024,71.32342188428143,269.2030288798659,0,0.0
6.0,10.799710643157024,71.30001764018826,269.2929146348774,0,0.0
6.1,10.799710643157024,71.74840339850677,267.60194281840495,0,0.0
6.2,10.799710643157024,71.69470064167531,267.8022206699785,0,0.0
6.3,10.799710643157024,68.791774690934,279.60218467109735,0,0.0
6.4,10.799710643157024,68.78272256609229,279.63628181988463,0,0.0
6.5,10.799710643157024,68.78054977796252,279.64547383959524,0,0.0
6.6,10.779349108365302,68.77398439363435,279.6729099256802,0,0.0
6.7,10.779349108365302,68.76605863444784,279.7036310904722,0,0.1
6.8,10.779349108365302,68.72754526776029,279.87259377069176,0,0.0
6.9,10.779349108365302,68.68951904491635,280.0384796043619,0,0.0
7.0,10.779349108365302,68.65480324490336,280.19237684320063,0,0.0
7.1,10.779349108365302,68.61895745044552,280.3515065236568,0,0.0
7.2,10.779349108365302,68.5857639454193,280.4980561089853,0,0.0
7.3,10.779349108365302,68.55701264801462,280.62950148855055,0,0.0
7.4,10.779349108365302,68.51968339304574,280.79784454111274,0,0.0
7.5,10.779349108365302,68.48498251799343,280.947898874198,0,0.0
7.6,10.779349108365302,68.45823103522697,281.07574975990957,0,0.0
7.7,10.779349108365302,68.41801891623358,281.2536166458329,0,0.0
7.8,10.779349108365302,68.37267459070159,281.45614045476225,0,0.0
7.9,10.779349108365302,68.32799668119766,281.6483878916067,0,0.0
8.0,10.779349108365302,68.29896350141635,281.78230724038235,0,0.0
8.1,10.779349108365302,68.26441726333726,281.941710587032,0,0.0
8.2,10.779349108365302,68.23231729162055,282.0833998490656,0,0.0
8.3,10.779349108365302,68.20703844348446,282.2076256102176,0,0.0
8.4,10.779349108365302,66.22276569745262,290.0821634501744,0,0.0
8.5,10.779349108365302,66.07842156884664,290.69969000867525,0,0.0
8.6,10.779349108365302,65.9373356802273,291.30838239690763,0,0.0
8.7,10.779349108365302,65.78275541399529,291.98120875466793,0,0.0
8.8,10.779349108365302,65.62996235722842,292.6463520026143,0,0.0
8.9,10.779349108365302,65.4855038644752,293.2803880703876,0,0.0
9.0,10.779349108365302,65.34755954613335,293.8868160536074,0,0.0
9.1,10.779349108365302,65.18895216151321,294.5954574635505,0,0.0
9.2,10.779349108365302,65.01020080010858,295.39422380869644,0,0.0
9.3,10.779349108365302,64.83933692924572,296.1637197209896,0,0.0
9.4,10.779349108365302,64.68083411290004,296.8795244069687,0,0.0
9.5,10.779349108365302,64.52097776275806,297.6090354370456,0,0.0
9.6,10.779349108365302,64.35646497517774,298.3619826582235,0,0.0
9.7,10.779349108365302,64.18987014744717,299.1313382250074,0,0.0
9.8,10.779349108365302,64.01928126321914,299.9225585136972,0,0.0
9.9,10.779349108365302,63.85197411041735,300.7043883244367,0,0.0
10.0,10.779349108365302,63.69461810724327,301.44310070854414,0,0.0
10.1,10.779349108365302,63.551869631990414,302.1186346117561,0,0.0
10.2,10.779349108365302,63.41342845700437,302.77673163816985,0,1.0
10.3,10.779349108365302,63.291384959943024,303.35989554887,0,1.0
10.4,10.779349108365302,63.18091030822985,303.8898751640692,0,1.0
10.5,10.779349108365302,63.09126444923537,304.3213794778799,0,1.0
10.6,10.779349108365302,63.001908574813044,304.753068827358,0,1.0
10.7,10.779349108365302,62.91452976758433,305.17618826334206,0,1.0
10.8,10.779349108365302,62.849031802917224,305.4942006897812,0,1.0
10.9,10.779349108365302,62.77867890638305,305.83677301769376,0,1.0
11.0,10.779349108365302,62.694191289225145,306.2490950509355,0,1.0
11.1,10.779349108365302,62.626369236791376,306.5807019766326,0,1.0
11.2,10.779349108365302,62.564331276860244,306.8851516244142,0,0.0
11.3,10.779349108365302,61.874223734817164,310.352281571383,0,1.0
11.4,10.779349108365302,61.802837498593874,310.7138850641211,0,1.0
11.5,10.779349108365302,61.733522944703424,311.0651875369506,0,1.0
11.6,10.779349108365302,61.683261019708695,311.31924410864264,0,1.0
11.7,10.779349108365302,61.63717785141951,311.55635674244036,0,1.0
11.8,10.779349108365302,61.609329998482316,311.6976462619978,0,1.0
11.9,10.779349108365302,61.59104096544063,311.79008897232757,0,1.0
12.0,10.779349108365302,61.56472831064461,311.9248626333294,0,1.0
12.1,10.779349108365302,61.522896495368414,312.13783509495096,0,1.0
12.2,10.779349108365302,61.48642221682093,312.3243121230656,0,1.0
12.3,10.779349108365302,61.45505873605961,312.48442623769347,0,1.0
12.4,10.779349108365302,61.454965855747076,312.4813126039878,0,1.0
12.5,10.779349108365302,61.46643107688139,312.42425094400215,0,1.0
12.6,10.779349108365302,61.46725481523685,312.41827387400383,0,1.0
12.7,10.779349108365302,61.47405069642211,312.38385148711484,0,1.0
12.8,10.779349108365302,61.463493012569046,312.4394251054483,0,1.0
12.9,10.779349108365302,61.44803238856963,312.5189484416622,0,1.0
13.0,10.779349108365302,61.44028426926869,312.5592904793049,0,1.0
13.1,10.779349108365302,61.433335215125595,312.5981578292263,0,1.0
13.2,10.779349108365302,62.10010072789316,309.3783449142629,0,1.0
13.3,10.779349108365302,62.00046914508721,309.8522717978565,0,1.0
13.4,10.779349108365302,61.898393463341094,310.34644617832987,0,1.0
