step_time,avg_cav_dist,meanSpeed,TravelTime,ForcedT,reward
0.1,0.0,72.22,265.8543339795071,0,-9.5
0.2,0.0,72.22,265.8543339795071,0,-1.0
0.3,0.0,72.22,265.8543339795071,0,-1.0
0.4,0.0,72.22,265.8543339795071,0,-1.0
0.5,0.0,72.22,265.8543339795071,0,-1.0
0.6,0.0,72.22,265.8543339795071,0,-1.0
0.7,0.0,72.22,265.8543339795071,0,-1.0
0.8,0.0,72.22,265.8543339795071,0,-1.0
0.9,0.0,72.22,265.8543339795071,0,-1.0
1.0,0.0,72.22,265.8543339795071,0,-1.0
1.1,0.0,72.22,265.8543339795071,0,-1.0
1.2,0.0,72.22,265.8543339795071,0,-1.0
1.3,0.0,72.22,265.8543339795071,0,-1.0
1.4,0.0,72.22,265.8543339795071,0,-1.0
1.5,0.0,72.22,265.8543339795071,0,-1.0
1.6,0.0,72.22,265.8543339795071,0,-1.0
1.7,0.0,72.22,265.8543339795071,0,-1.0
1.8,0.0,72.22,265.8543339795071,0,-1.0
1.9,0.0,72.22,265.8543339795071,0,-1.0
2.0,0.0,72.22,265.8543339795071,0,-1.0
2.1,0.0,72.22,265.8543339795071,0,-1.0
2.2,0.0,72.22,265.8543339795071,0,-1.0
2.3,0.0,72.22,265.8543339795071,0,-1.0
2.4,0.0,72.22,265.8543339795071,0,-1.0
2.5,0.0,72.22,265.8543339795071,0,-1.0
2.6,0.0,72.22,265.8543339795071,0,-1.0
2.7,0.0,72.22,265.8543339795071,0,-1.0
2.8,0.0,72.22,265.8543339795071,0,-1.0
2.9,0.0,72.22,265.8543339795071,0,-1.0
3.0,0.0,72.22,265.8543339795071,0,-1.0
3.1,0.0,72.22,265.8543339795071,0,-1.0
3.2,0.0,72.22,265.8543339795071,0,-1.0
3.3,0.0,72.22,265.8543339795071,0,-1.0
3.4,0.0,72.22,265.8543339795071,0,-1.0
3.5,0.0,72.22,265.8543339795071,0,-1.0
3.6,0.0,72.22,265.8543339795071,0,-1.0
3.7,0.0,72.22,265.8543339795071,0,-1.0
3.8,0.0,72.22,265.8543339795071,0,-1.0
3.9,0.0,72.22,265.8543339795071,0,-1.0
4.0,0.0,72.22,265.8543339795071,0,-1.0
4.1,0.0,72.22,265.8543339795071,0,-1.0
4.2,0.0,72.22,265.8543339795071,0,-1.0
4.3,0.0,72.22,265.8543339795071,0,0.30000000000000004
4.4,0.0,72.22,265.8543339795071,0,-1.0
4.5,0.0,72.22,265.8543339795071,0,-1.0
4.6,0.0,72.22,265.8543339795071,0,-1.0
4.7,0.0,72.22,265.8543339795071,0,-1.0
4.8,0.0,72.22,265.8543339795071,0,-1.0
4.9,0.0,72.22,265.8543339795071,0,-1.0
5.0,0.0,72.22,265.8543339795071,0,-1.0
5.1,0.0,72.22,265.8543339795071,0,-1.0
5.2,0.0,72.22,265.8543339795071,0,-1.0
5.3,0.0,72.22,265.8543339795071,0,-1.0
5.4,0.0,72.22,265.8543339795071,0,-1.0
5.5,0.0,72.22,265.8543339795071,0,-1.0
5.6,0.0,72.22,265.8543339795071,0,-1.0
5.7,0.0,72.22,265.8543339795071,0,-1.0
5.8,0.0,72.22,265.8543339795071,0,-1.0
5.9,0.0,72.22,265.8543339795071,0,-1.0
6.0,0.0,72.22,265.8543339795071,0,-1.0
6.1,0.0,72.22,265.8543339795071,0,-1.0
6.2,0.0,72.22,265.8543339795071,0,-1.0
6.3,0.0,72.22,265.8543339795071,0,-1.0
6.4,0.0,72.22,265.8543339795071,0,-1.0
6.5,0.0,72.22,265.8543339795071,0,-1.0
6.6,0.0,76.894310546691,250.6194838552018,0,-1.0
6.7,0.0,76.894310546691,250.6194838552018,0,-1.0
6.8,0.0,76.894310546691,250.6194838552018,0,-1.0
6.9,0.0,76.894310546691,250.6194838552018,0,-1.0
7.0,0.0,76.894310546691,250.6194838552018,0,-1.0
7.1,0.0,76.894310546691,250.6194838552018,0,-1.0
7.2,0.0,76.894310546691,250.6194838552018,0,-1.0
7.3,0.0,76.894310546691,250.6194838552018,0,-1.0
7.4,0.0,76.894310546691,250.6194838552018,0,-1.0
7.5,0.0,76.894310546691,250.6194838552018,0,-1.0
7.6,0.0,76.894310546691,250.6194838552018,0,-1.0
7.7,0.0,76.894310546691,250.6194838552018,0,-1.0
7.8,0.0,74.15747020720093,261.5204724500027,0,-1.0
7.9,0.0,74.15747020720093,261.5204724500027,0,-1.0
8.0,0.0,74.15747020720093,261.5204724500027,0,-1.0
8.1,0.0,74.15747020720093,261.5204724500027,0,-1.0
8.2,0.0,74.15747020720093,261.5204724500027,0,-1.0
8.3,0.0,74.15747020720093,261.5204724500027,0,-1.0
8.4,0.0,71.8634793622478,268.534836048507,0,-1.0
8.5,0.0,71.7237793622478,268.9891057160197,0,-1.0
8.6,0.0,71.58407936224779,269.4466970242072,0,-1.0
8.7,0.0,71.4443793622478,269.90764653873816,0,-1.0
8.8,0.0,71.3046793622478,270.37199136396,0,-1.0
8.9,0.0,71.16497936224779,270.8397691528546,0,-1.0
9.0,0.0,71.0252793622478,271.3110181172169,0,-1.0
9.1,0.0,70.8855793622478,271.78577703806013,0,-1.0
9.2,0.0,70.74587936224779,272.2640852762541,0,-1.0
9.3,0.0,70.60617936224779,272.745982783404,0,-1.0
9.4,0.0,70.46647936224778,273.2315101129742,0,-1.0
9.5,0.0,70.4518947641104,273.2824097976089,0,-1.0
9.6,0.0,70.4518947641104,273.2824097976089,0,-1.0
9.7,0.0,70.4518947641104,273.2824097976089,0,-1.0
9.8,0.0,70.4518947641104,273.2824097976089,0,-1.0
9.9,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.0,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.1,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.2,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.3,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.4,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.5,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.6,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.7,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.8,0.0,70.4518947641104,273.2824097976089,0,-1.0
10.9,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.0,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.1,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.2,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.3,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.4,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.5,0.0,70.4518947641104,273.2824097976089,0,-1.0
11.6,0.0,71.35352555136322,269.498874101119,0,-1.0
11.7,0.0,71.35352555136322,269.498874101119,0,-1.0
11.8,0.0,70.62258913586521,272.1021357004639,0,-1.0
11.9,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.0,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.1,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.2,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.3,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.4,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.5,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.6,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.7,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.8,0.0,70.62258913586521,272.1021357004639,0,-1.0
12.9,0.0,70.62258913586521,272.1021357004639,0,-12.0
13.0,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.1,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.2,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.3,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.4,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.5,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.6,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.7,0.0,70.62258913586521,272.1021357004639,0,-1.0
13.8,0.0,70.26939005105118,273.39795769159093,0,-1.0
13.9,301.7038980455135,70.2688872761003,273.3998204058628,0,-1.0
14.0,301.7038980455135,70.26676879822062,273.40766965603973,0,0.19999999999999996
14.1,301.7038980455135,70.26392588829836,273.4182044780855,0,0.19999999999999996
14.2,301.7038980455135,70.25107844525547,273.465833336615,0,0.19999999999999996
14.3,301.7038980455135,70.26580533933839,273.4112397086001,0,0.19999999999999996
14.4,301.7038980455135,70.24316138805212,273.49520089904274,0,0.19999999999999996
14.5,301.7038980455135,70.25131778068999,273.46494574610915,0,0.19999999999999996
14.6,301.7038980455135,70.23001281586937,273.54400283883575,0,0.19999999999999996
14.7,301.7038980455135,70.23639394429779,273.5203143315141,0,0.19999999999999996
14.8,301.7038980455135,70.26090139770193,273.42941400147544,0,0.19999999999999996
14.9,301.7038980455135,70.22960943797881,273.54550057129546,0,0.19999999999999996
15.0,301.7038980455135,70.25848058064898,273.4383875165041,0,0.19999999999999996
15.1,301.7038980455135,70.25434828306814,273.45370795890074,0,0.19999999999999996
15.2,301.7038980455135,70.22705396310651,273.55498976926685,0,0.19999999999999996
15.3,301.7038980455135,70.22530041316986,273.5615019745421,0,0.19999999999999996
15.4,301.7038980455135,70.2406298441257,273.50459414589875,0,0.19999999999999996
15.5,301.7038980455135,70.26287324468441,273.4221056264985,0,0.19999999999999996
15.6,301.7038980455135,70.25081215706993,273.46682089697197,0,0.19999999999999996
15.7,301.7038980455135,70.24474869656434,273.4893118946203,0,0.19999999999999996
15.8,301.7038980455135,70.4553580114413,272.6345338717414,0,0.19999999999999996
15.9,301.7038980455135,70.44058086196966,272.68937334942103,0,0.19999999999999996
16.0,301.7038980455135,70.45295662757349,272.64344258088846,0,0.19999999999999996
16.1,301.7038980455135,70.45045919915509,272.652708860257,0,0.19999999999999996
16.2,301.7038980455135,70.46921228507861,272.58316018602363,0,0.19999999999999996
16.3,301.7038980455135,70.46592081200481,272.59536186967347,0,0.19999999999999996
16.4,301.7038980455135,70.46153139705646,272.6116371620973,0,0.19999999999999996
16.5,301.7038980455135,70.43680188723087,272.7034047403148,0,0.19999999999999996
16.6,301.7038980455135,70.44582043875995,272.6699235996509,0,0.19999999999999996
16.7,301.7038980455135,70.46305246361123,272.6059968257748,0,0.19999999999999996
16.8,301.7038980455135,70.46902416672943,272.58385749163193,0,0.19999999999999996
16.9,301.7038980455135,70.43965667356635,272.6928046026177,0,0.19999999999999996
17.0,301.7038980455135,70.47006049217323,272.5800161943084,0,0.19999999999999996
17.1,301.7038980455135,70.44418495968725,272.67599402707117,0,0.19999999999999996
17.2,301.7038980455135,70.44317668339647,272.67973673349934,0,0.19999999999999996
17.3,301.7038980455135,70.46236334406885,272.60855212231695,0,0.19999999999999996
17.4,301.78647361308356,70.46106990438776,272.61334853842936,0,0.19999999999999996
17.5,301.78647361308356,70.46149856218925,272.61175892382596,0,0.19999999999999996
17.6,301.78647361308356,70.43191407524876,272.72155763628245,0,0.19999999999999996
17.7,301.78647361308356,70.43835526526622,272.69763666693234,0,0.19999999999999996
17.8,301.78647361308356,70.44453054205451,272.67471127881606,0,0.19999999999999996
17.9,301.78647361308356,70.44534620000903,272.6716837805082,0,0.19999999999999996
18.0,301.78647361308356,70.43322227295936,272.71669862336034,0,0.19999999999999996
18.1,301.78647361308356,70.445193177801,272.6722517464513,0,0.19999999999999996
18.2,301.78647361308356,70.6375300612569,271.8975786364217,0,0.19999999999999996
18.3,301.78647361308356,70.63790540419436,271.8963363175433,0,0.19999999999999996
18.4,301.78647361308356,70.51263892203319,272.36326418397994,0,0.19999999999999996
18.5,301.78647361308356,70.50939710678043,272.375520119919,0,0.19999999999999996
18.6,322.41346250857515,70.50055289845824,272.4087343626073,0,0.19999999999999996
18.7,322.41346250857515,70.4817250471396,272.4828039262334,0,0.19999999999999996
18.8,322.41346250857515,70.46716951283653,272.5397838729775,0,0.19999999999999996
