episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,callback_ok,policy_reward_min/dqn_policy,policy_reward_max/dqn_policy,policy_reward_mean/dqn_policy,custom_metrics/num_batches_mean,custom_metrics/num_batches_min,custom_metrics/num_batches_max,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_dqn_policy_reward,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/dqn_policy/cur_lr,info/learner/dqn_policy/mean_q,info/learner/dqn_policy/min_q,info/learner/dqn_policy/max_q,info/learner/dqn_policy/mean_td_error
-1232915.0000003406,-1232915.0000003406,-1232915.0000003406,48335.0,1,0,48336,False,1,1,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_13-38-25,1600774705,516.2195909023285,516.2195909023285,8088,TS-LSAL0152-N,192.168.178.26,516.2195909023285,0,1,True,-418163.0,-407180.19999984186,-410971.66666663834,36252.0,36252,36252,[-1232915.0000003406],[48335],"[-407180.19999984186, -407571.80000007316, -418163.0]",5.906753832827752,0.2671420175894994,2.355371906668719,4.671,6851.024,48336,378720,48320,456,12.154285714285715,29.567999999999998,0.049814285714285714,0.76416015625,0.0005000000237487257,-32076.08,-135702.83,18.035732,3022.5083
-688361.3000010392,-1232915.0000003406,-960638.1500006899,48335.0,1,0,96672,False,2,2,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_13-47-00,1600775220,515.1772565841675,1031.396847486496,8088,TS-LSAL0152-N,192.168.178.26,1031.396847486496,0,2,True,-418163.0,-224853.79999968465,-320212.7166666092,36253.5,36252,36255,"[-688361.3000010392, -1232915.0000003406]","[48335, 48335]","[-224853.79999968465, -228504.50000005556, -235003.0, -407180.19999984186, -407571.80000007316, -418163.0]",5.880464771481886,0.2653433578625323,2.375938099461978,3.211,9967.082,96672,765408,96576,920,11.837392550143267,29.82349570200573,0.05025787965616046,0.76416015625,0.0005000000237487257,-19518.598,-195144.53,15.842314,506.6781
-24618.59999998792,-1232915.0000003406,-648631.6333337893,48335.0,1,0,145008,False,3,3,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_13-55-42,1600775742,522.1457097530365,1553.5425572395325,8088,TS-LSAL0152-N,192.168.178.26,1553.5425572395325,0,3,True,-418163.0,-2167.4000000050282,-216210.54444440707,36254.0,36252,36255,"[-24618.59999998792, -1232915.0000003406, -688361.3000010392]","[48335, 48335, 48335]","[-2167.4000000050282, -10675.200000003399, -11776.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0]",5.878553260658499,0.26648558878330086,2.386346332068569,6.132,5218.236,145008,1152096,144936,1385,12.11985815602837,30.05843971631205,0.05032624113475178,0.76416015625,0.0005000000237487257,-1692.4021,-28181.65,20.294449,2028.867
-24618.59999998792,-1232915.0000003406,-527704.7500003477,48335.0,1,0,193344,False,4,4,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_14-05-10,1600776310,567.8912653923035,2121.433822631836,8088,TS-LSAL0152-N,192.168.178.26,2121.433822631836,0,4,True,-418163.0,8968.799999997565,-175901.58333330546,36253.5,36252,36255,"[-164924.1000000232, -1232915.0000003406, -688361.3000010392, -24618.59999998792]","[48335, 48335, 48335, 48335]","[8968.799999997565, -158233.8999999995, -15659.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0]",5.912665685096681,0.2663056113521325,2.4218335910529913,6.088,5256.658,193344,1538784,193296,1850,11.999479166666667,30.14166666666667,0.049687499999999996,0.76416015625,0.0005000000237487257,-91.22689,-460.77463,31.330143,-3.1673818
-24618.59999998792,-1232915.0000003406,-534336.380000248,48335.0,1,0,241680,False,5,5,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_14-14-34,1600776874,563.9523441791534,2685.3861668109894,8088,TS-LSAL0152-N,192.168.178.26,2685.3861668109894,0,5,True,-418163.0,8968.799999997565,-178112.12666666403,36253.2,36252,36255,"[-560862.8999998488, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232]","[48335, 48335, 48335, 48335, 48335]","[-102548.40000011036, -336597.5000001842, -121717.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0]",5.944417694236496,0.265549774543875,2.4586120745647753,5.422,5901.704,241680,1925472,241656,2315,11.931496062992125,30.212204724409453,0.05,0.76416015625,0.0005000000237487257,-143.46356,-645.9438,39.748917,-10.271184
-24618.59999998792,-1232915.0000003406,-497902.2666668164,48335.0,1,0,290016,False,6,6,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_14-23-48,1600777428,553.4941232204437,3238.880290031433,8088,TS-LSAL0152-N,192.168.178.26,3238.880290031433,0,6,True,-418163.0,8968.799999997565,-165967.42222222866,36253.5,36252,36255,"[-315731.69999965816, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488]","[48335, 48335, 48335, 48335, 48335, 48335]","[-52168.40000010359, -202373.3000000522, -61190.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0]",5.967640672228131,0.26483769874102264,2.4900089169723496,4.216,7590.041,290016,2312160,290016,2780,12.06524064171123,30.23235294117647,0.05052139037433155,0.76416015625,0.0005000000237487257,-223.26855,-929.4673,11.081832,-2.7237682
-24618.59999998792,-1232915.0000003406,-455853.45714297454,48335.0,1,0,338352,False,7,7,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_14-33-13,1600777993,564.9629089832306,3803.8431990146637,8088,TS-LSAL0152-N,192.168.178.26,3803.8431990146637,0,7,True,-418163.0,8968.799999997565,-151951.1523809587,36253.71428571428,36252,36255,"[-203560.59999992338, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816]","[48335, 48335, 48335, 48335, 48335, 48335, 48335]","[6192.999999996334, -200513.60000001246, -9240.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0]",5.99051361174184,0.2643658024746173,2.5161666044763984,4.665,6859.147,338352,2698848,338272,3244,11.909281045751634,30.226928104575165,0.049267973856209145,0.76416015625,0.0005000000237487257,-149.6148,-735.6035,49.710907,-11.578172
-24618.59999998792,-1232915.0000003406,-420704.88750010123,48335.0,1,0,386688,False,8,8,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_14-42-45,1600778565,572.5396342277527,4376.382833242416,8088,TS-LSAL0152-N,192.168.178.26,4376.382833242416,0,8,True,-418163.0,8968.799999997565,-140234.96250000704,36253.5,36252,36255,"[-174664.8999999885, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816, -203560.59999992338]","[48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335]","[7591.399999995274, -181054.30000003258, -1202.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0, 6192.999999996334, -200513.60000001246, -9240.0]",6.014663242919738,0.2642219519857843,2.5375334528804094,2.435,13141.851,386688,3085536,386632,3709,12.37767741935484,30.340258064516124,0.04850322580645162,0.76416015625,0.0005000000237487257,-211.01266,-951.8153,53.12431,-6.7771015
-24618.59999998792,-1232915.0000003406,-433695.7222223135,48335.0,1,0,435024,False,9,9,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_14-52-17,1600779137,571.6138694286346,4947.996702671051,8088,TS-LSAL0152-N,192.168.178.26,4947.996702671051,0,9,True,-418163.0,8968.799999997565,-144565.24074074972,36253.333333333336,36252,36255,"[-537622.4000000115, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816, -203560.59999992338, -174664.8999999885]","[48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335]","[-101474.20000004591, -325245.2000000274, -110903.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0, 6192.999999996334, -200513.60000001246, -9240.0, 7591.399999995274, -181054.30000003258, -1202.0]",6.03697232809676,0.2642244689461007,2.5567218271467875,2.656,12049.46,435024,3472224,434992,4174,11.891321243523315,30.381994818652853,0.04932642487046632,0.76416015625,0.0005000000237487257,-181.54703,-898.01587,70.61984,-29.44609
-24618.59999998792,-1232915.0000003406,-406055.3800000784,48335.0,1,0,483360,False,10,10,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_15-01-55,1600779715,577.7452306747437,5525.741933345795,8088,TS-LSAL0152-N,192.168.178.26,5525.741933345795,0,10,True,-418163.0,8968.799999997565,-135351.79333334102,36253.5,36252,36255,"[-157292.29999996297, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816, -203560.59999992338, -174664.8999999885, -537622.4000000115]","[48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335]","[-3544.80000000363, -138739.49999998527, -15008.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0, 6192.999999996334, -200513.60000001246, -9240.0, 7591.399999995274, -181054.30000003258, -1202.0, -101474.20000004591, -325245.2000000274, -110903.0]",6.0576413455070135,0.2641166784984556,2.5749745206108305,5.168,6191.683,483360,3858912,483352,4639,11.498337595907929,30.363299232736573,0.04858056265984654,0.76416015625,0.0005000000237487257,-204.6196,-974.93945,23.342733,-63.33323
-24618.59999998792,-2930604.9999999823,-635559.8909091606,48335.0,1,0,531696,False,11,11,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_15-11-24,1600780284,569.7776086330414,6095.519541978836,8088,TS-LSAL0152-N,192.168.178.26,6095.519541978836,0,11,True,-1008561.3999999845,8968.799999997565,-211853.29696970413,36253.63636363636,36252,36255,"[-2930604.9999999823, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816, -203560.59999992338, -174664.8999999885, -537622.4000000115, -157292.29999996297]","[48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335]","[-961531.6000000197, -1008561.3999999845, -960512.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0, 6192.999999996334, -200513.60000001246, -9240.0, 7591.399999995274, -181054.30000003258, -1202.0, -101474.20000004591, -325245.2000000274, -110903.0, -3544.80000000363, -138739.49999998527, -15008.0]",6.075792087950315,0.2639208133117567,2.5915786552451174,5.978,5353.057,531696,4245600,531608,5103,11.78456549935149,30.42983138780804,0.04865110246433203,0.76416015625,0.0005000000237487257,-142.72185,-1056.673,77.11583,332.48923
-24618.59999998792,-2930604.9999999823,-591489.2916667358,48335.0,1,0,580032,False,12,12,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_15-20-49,1600780849,564.2970390319824,6659.8165810108185,8088,TS-LSAL0152-N,192.168.178.26,6659.8165810108185,0,12,True,-1008561.3999999845,8968.799999997565,-197163.0972222285,36253.5,36252,36255,"[-106712.7000000628, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816, -203560.59999992338, -174664.8999999885, -537622.4000000115, -157292.29999996297, -2930604.9999999823]","[48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335]","[7547.799999995308, -112825.49999998529, -1435.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0, 6192.999999996334, -200513.60000001246, -9240.0, 7591.399999995274, -181054.30000003258, -1202.0, -101474.20000004591, -325245.2000000274, -110903.0, -3544.80000000363, -138739.49999998527, -15008.0, -961531.6000000197, -1008561.3999999845, -960512.0]",6.091641146106531,0.26385520852893013,2.6059664680914665,3.038,10532.167,580032,4632288,579968,5568,12.216230366492148,30.418848167539267,0.04948952879581152,0.76416015625,0.0005000000237487257,-118.179245,-1062.4255,36.115326,939.8093
-24618.59999998792,-2930604.9999999823,-556174.2076923734,48335.0,1,0,628368,False,13,13,fd9998b6977e4e7a9aab3d66b005675e,2020-09-22_15-30-17,1600781417,568.0675802230835,7227.884161233902,8088,TS-LSAL0152-N,192.168.178.26,7227.884161233902,0,13,True,-1008561.3999999845,8968.799999997565,-185391.40256410855,36253.38461538462,36252,36255,"[-132393.20000002562, -1232915.0000003406, -688361.3000010392, -24618.59999998792, -164924.1000000232, -560862.8999998488, -315731.69999965816, -203560.59999992338, -174664.8999999885, -537622.4000000115, -157292.29999996297, -2930604.9999999823, -106712.7000000628]","[48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335, 48335]","[7784.599999995106, -138046.80000000162, -2131.0, -407180.19999984186, -407571.80000007316, -418163.0, -224853.79999968465, -228504.50000005556, -235003.0, -2167.4000000050282, -10675.200000003399, -11776.0, 8968.799999997565, -158233.8999999995, -15659.0, -102548.40000011036, -336597.5000001842, -121717.0, -52168.40000010359, -202373.3000000522, -61190.0, 6192.999999996334, -200513.60000001246, -9240.0, 7591.399999995274, -181054.30000003258, -1202.0, -101474.20000004591, -325245.2000000274, -110903.0, -3544.80000000363, -138739.49999998527, -15008.0, -961531.6000000197, -1008561.3999999845, -960512.0, 7547.799999995308, -112825.49999998529, -1435.0]",6.105935551409469,0.26369246379936295,2.61892745573897,4.16,7692.618,628368,5018976,628328,6033,11.946684005201561,30.493888166449935,0.0488036410923277,0.76416015625,0.0005000000237487257,-140.03412,-1035.081,30.082113,4.857833
